area,occupation,year,workers
HRV,Creative and multimedia,2018,196.15
HRV,Creative and multimedia,2019,114.62
HRV,Creative and multimedia,2020,98.41
HRV,Creative and multimedia,2021,123.66
HRV,Creative and multimedia,2022,115.62
HRV,Creative and multimedia,2023,143.46
HRV,Creative and multimedia,2024,154.08
HRV,Professional services,2017,12.99
HRV,Professional services,2018,22.79
HRV,Professional services,2019,36.15
HRV,Professional services,2020,15.98
HRV,Professional services,2021,5.13
HRV,Professional services,2022,6.86
HRV,Professional services,2023,1.38
HRV,Professional services,2024,0.52
HRV,Sales and marketing support,2017,49.23
HRV,Sales and marketing support,2018,58.85
HRV,Sales and marketing support,2019,47.51
HRV,Sales and marketing support,2020,14.26
HRV,Sales and marketing support,2021,5.23
HRV,Sales and marketing support,2022,5.25
HRV,Sales and marketing support,2023,0.89
HRV,Sales and marketing support,2024,3.27
HRV,Software development and technology,2017,88.34
HRV,Software development and technology,2018,66.32
HRV,Software development and technology,2019,62.38
HRV,Software development and technology,2020,32.14
HRV,Software development and technology,2021,247.19
HRV,Software development and technology,2022,74.57
HRV,Software development and technology,2023,39.41
HRV,Software development and technology,2024,150.8
HRV,Writing and translation,2017,64.03
HRV,Writing and translation,2018,18.54
HRV,Writing and translation,2019,24.97
HRV,Writing and translation,2020,8.6
HRV,Writing and translation,2021,5.93
HRV,Writing and translation,2022,1.9
HRV,Writing and translation,2023,3.08
HRV,Writing and translation,2024,0.96
HTI,Clerical and data entry,2018,7.0
HTI,Clerical and data entry,2021,5.34
HTI,Clerical and data entry,2022,4.67
HTI,Creative and multimedia,2018,16.33
HTI,Creative and multimedia,2019,8.0
HTI,Creative and multimedia,2020,8.02
HTI,Creative and multimedia,2022,0.3
HTI,Creative and multimedia,2023,0.13
HTI,Creative and multimedia,2024,0.37
HTI,Professional services,2023,0.15
HTI,Sales and marketing support,2022,9.41
HTI,Software development and technology,2017,13.84
HTI,Software development and technology,2021,11.95
HTI,Software development and technology,2022,14.19
HTI,Software development and technology,2023,43.93
HTI,Software development and technology,2024,26.67
HTI,Writing and translation,2020,7.95
HTI,Writing and translation,2021,8.0
HTI,Writing and translation,2022,6.39
HTI,Writing and translation,2023,14.84
HTI,Writing and translation,2024,1.05
HUN,Clerical and data entry,2019,29.4
HUN,Clerical and data entry,2020,11.02
HUN,Clerical and data entry,2021,8.24
HUN,Clerical and data entry,2022,7.86
HUN,Clerical and data entry,2023,6.28
HUN,Clerical and data entry,2024,6.75
HUN,Creative and multimedia,2017,143.19
HUN,Creative and multimedia,2018,119.91
HUN,Creative and multimedia,2019,103.49
HUN,Creative and multimedia,2020,289.01
HUN,Creative and multimedia,2021,154.88
HUN,Creative and multimedia,2022,143.53
HUN,Creative and multimedia,2023,103.55
HUN,Creative and multimedia,2024,119.08
HUN,Professional services,2018,16.33
HUN,Professional services,2019,11.0
HUN,Professional services,2020,6.59
HUN,Professional services,2022,0.37
HUN,Professional services,2023,0.43
HUN,Professional services,2024,0.15
HUN,Sales and marketing support,2017,35.47
HUN,Sales and marketing support,2018,32.21
HUN,Sales and marketing support,2019,18.36
HUN,Sales and marketing support,2020,13.63
HUN,Sales and marketing support,2021,20.44
HUN,Sales and marketing support,2022,3.71
HUN,Sales and marketing support,2023,0.56
HUN,Sales and marketing support,2024,0.51
HUN,Software development and technology,2017,81.1
HUN,Software development and technology,2018,64.75
HUN,Software development and technology,2019,41.95
HUN,Software development and technology,2020,92.79
HUN,Software development and technology,2021,81.95
HUN,Software development and technology,2022,151.46
HUN,Software development and technology,2023,115.86
HUN,Software development and technology,2024,53.74
HUN,Writing and translation,2017,76.43
HUN,Writing and translation,2018,35.42
HUN,Writing and translation,2019,73.32
HUN,Writing and translation,2020,0.39
HUN,Writing and translation,2021,20.86
HUN,Writing and translation,2022,41.21
HUN,Writing and translation,2023,2.99
HUN,Writing and translation,2024,0.87
IDN,Clerical and data entry,2017,48.44
IDN,Clerical and data entry,2018,51.39
IDN,Clerical and data entry,2019,211.02
IDN,Clerical and data entry,2020,353.32
IDN,Clerical and data entry,2021,396.25
IDN,Clerical and data entry,2022,448.4
IDN,Clerical and data entry,2023,213.63
IDN,Clerical and data entry,2024,243.51
IDN,Creative and multimedia,2017,396.3
IDN,Creative and multimedia,2018,364.21
IDN,Creative and multimedia,2019,2079.58
IDN,Creative and multimedia,2020,4398.26
IDN,Creative and multimedia,2021,4842.75
IDN,Creative and multimedia,2022,6422.92
IDN,Creative and multimedia,2023,6150.92
IDN,Creative and multimedia,2024,7188.1
IDN,Professional services,2017,24.83
IDN,Professional services,2018,63.08
IDN,Professional services,2019,149.75
IDN,Professional services,2020,207.79
IDN,Professional services,2021,100.88
IDN,Professional services,2022,79.85
IDN,Professional services,2023,19.91
IDN,Professional services,2024,23.71
IDN,Sales and marketing support,2017,175.34
IDN,Sales and marketing support,2018,56.41
IDN,Sales and marketing support,2019,307.4
IDN,Sales and marketing support,2020,248.08
IDN,Sales and marketing support,2021,16.15
IDN,Sales and marketing support,2022,214.63
IDN,Sales and marketing support,2023,20.05
IDN,Sales and marketing support,2024,17.23
IDN,Software development and technology,2017,191.49
IDN,Software development and technology,2018,205.26
IDN,Software development and technology,2019,312.67
IDN,Software development and technology,2020,640.37
IDN,Software development and technology,2021,625.84
IDN,Software development and technology,2022,1317.15
IDN,Software development and technology,2023,1304.74
IDN,Software development and technology,2024,1547.54
IDN,Writing and translation,2017,123.7
IDN,Writing and translation,2018,54.04
IDN,Writing and translation,2019,34.14
IDN,Writing and translation,2020,43.44
IDN,Writing and translation,2021,31.59
IDN,Writing and translation,2022,219.6
IDN,Writing and translation,2023,171.66
IDN,Writing and translation,2024,128.0
IMN,Clerical and data entry,2020,10.37
IMN,Clerical and data entry,2021,43.14
IMN,Clerical and data entry,2022,31.09
IMN,Creative and multimedia,2019,18.74
IMN,Creative and multimedia,2020,1.57
IMN,Creative and multimedia,2022,0.2
IMN,Creative and multimedia,2023,0.24
IMN,Professional services,2017,28.47
IMN,Professional services,2020,13.43
IMN,Professional services,2022,0.39
IMN,Professional services,2023,0.48
IMN,Professional services,2024,0.21
IMN,Sales and marketing support,2017,8.44
IMN,Sales and marketing support,2018,15.83
IMN,Sales and marketing support,2020,4.07
IMN,Software development and technology,2017,15.31
IMN,Software development and technology,2020,12.31
IMN,Writing and translation,2019,14.69
IMN,Writing and translation,2020,0.78
IMN,Writing and translation,2023,0.27
IMN,Writing and translation,2024,0.14
IND,Clerical and data entry,2017,2438.4
IND,Clerical and data entry,2018,2409.24
IND,Clerical and data entry,2019,3757.9
IND,Clerical and data entry,2020,5081.09
IND,Clerical and data entry,2021,5159.47
IND,Clerical and data entry,2022,5235.75
IND,Clerical and data entry,2023,1600.56
IND,Clerical and data entry,2024,1528.55
IND,Creative and multimedia,2017,8450.17
IND,Creative and multimedia,2018,10174.02
IND,Creative and multimedia,2019,18016.09
IND,Creative and multimedia,2020,28538.29
IND,Creative and multimedia,2021,21977.61
IND,Creative and multimedia,2022,22206.4
IND,Creative and multimedia,2023,12490.72
IND,Creative and multimedia,2024,13144.37
IND,Professional services,2017,2362.99
IND,Professional services,2018,4286.43
IND,Professional services,2019,2899.56
IND,Professional services,2020,1970.13
IND,Professional services,2021,924.82
IND,Professional services,2022,1483.1
IND,Professional services,2023,609.52
IND,Professional services,2024,485.0
IND,Sales and marketing support,2017,8576.67
IND,Sales and marketing support,2018,10151.35
IND,Sales and marketing support,2019,11620.89
IND,Sales and marketing support,2020,15630.14
IND,Sales and marketing support,2021,11281.06
IND,Sales and marketing support,2022,10697.2
IND,Sales and marketing support,2023,5962.44
IND,Sales and marketing support,2024,5936.34
IND,Software development and technology,2017,23520.79
IND,Software development and technology,2018,27517.77
IND,Software development and technology,2019,46739.62
IND,Software development and technology,2020,76123.25
IND,Software development and technology,2021,54304.07
IND,Software development and technology,2022,42856.93
IND,Software development and technology,2023,30255.08
IND,Software development and technology,2024,30297.56
IND,Writing and translation,2017,2256.22
IND,Writing and translation,2018,3135.77
IND,Writing and translation,2019,3420.93
IND,Writing and translation,2020,4325.34
IND,Writing and translation,2021,3813.25
IND,Writing and translation,2022,3409.94
IND,Writing and translation,2023,1175.18
IND,Writing and translation,2024,950.35
IRL,Clerical and data entry,2017,17.49
IRL,Clerical and data entry,2019,5.87
IRL,Clerical and data entry,2020,5.87
IRL,Clerical and data entry,2021,33.95
IRL,Clerical and data entry,2022,51.82
IRL,Creative and multimedia,2017,560.13
IRL,Creative and multimedia,2018,397.44
IRL,Creative and multimedia,2019,296.18
IRL,Creative and multimedia,2020,323.79
IRL,Creative and multimedia,2021,298.86
IRL,Creative and multimedia,2022,214.97
IRL,Creative and multimedia,2023,35.7
IRL,Creative and multimedia,2024,48.31
IRL,Professional services,2017,28.16
IRL,Professional services,2018,19.52
IRL,Professional services,2019,45.04
IRL,Professional services,2020,82.06
IRL,Professional services,2021,112.05
IRL,Professional services,2022,105.99
IRL,Professional services,2023,4.79
IRL,Professional services,2024,2.32
IRL,Sales and marketing support,2017,184.23
IRL,Sales and marketing support,2018,201.97
IRL,Sales and marketing support,2019,184.33
IRL,Sales and marketing support,2020,123.79
IRL,Sales and marketing support,2021,99.92
IRL,Sales and marketing support,2022,80.7
IRL,Sales and marketing support,2023,7.81
IRL,Sales and marketing support,2024,8.26
IRL,Software development and technology,2017,211.94
IRL,Software development and technology,2018,168.83
IRL,Software development and technology,2019,139.43
IRL,Software development and technology,2020,149.45
IRL,Software development and technology,2021,485.35
IRL,Software development and technology,2022,617.07
IRL,Software development and technology,2023,306.82
IRL,Software development and technology,2024,217.39
IRL,Writing and translation,2017,238.86
IRL,Writing and translation,2018,363.25
IRL,Writing and translation,2019,319.54
IRL,Writing and translation,2020,112.66
IRL,Writing and translation,2021,226.61
IRL,Writing and translation,2022,137.86
IRL,Writing and translation,2023,8.27
IRL,Writing and translation,2024,3.54
IRN,Creative and multimedia,2020,6.32
IRN,Creative and multimedia,2021,11.26
IRN,Creative and multimedia,2022,0.17
IRN,Creative and multimedia,2023,0.94
IRN,Creative and multimedia,2024,1.58
IRN,Professional services,2022,0.1
IRN,Professional services,2023,1.95
IRN,Professional services,2024,2.19
IRN,Sales and marketing support,2024,0.1
IRN,Software development and technology,2022,0.35
IRN,Software development and technology,2023,0.34
IRN,Software development and technology,2024,1.57
IRN,Writing and translation,2020,6.51
IRN,Writing and translation,2021,3.38
IRN,Writing and translation,2022,0.84
IRN,Writing and translation,2023,0.2
IRN,Writing and translation,2024,0.32
IRQ,Clerical and data entry,2021,42.12
IRQ,Clerical and data entry,2022,76.12
IRQ,Clerical and data entry,2023,11.49
IRQ,Clerical and data entry,2024,14.52
IRQ,Creative and multimedia,2018,12.53
IRQ,Creative and multimedia,2019,13.09
IRQ,Creative and multimedia,2020,16.27
IRQ,Creative and multimedia,2021,3.94
IRQ,Creative and multimedia,2022,17.79
IRQ,Creative and multimedia,2023,11.63
IRQ,Creative and multimedia,2024,10.52
IRQ,Professional services,2019,14.09
IRQ,Professional services,2022,5.94
IRQ,Professional services,2023,0.16
IRQ,Professional services,2024,0.16
IRQ,Sales and marketing support,2018,2.0
IRQ,Sales and marketing support,2019,6.53
IRQ,Sales and marketing support,2020,6.54
IRQ,Sales and marketing support,2023,0.1
IRQ,Sales and marketing support,2024,1.46
IRQ,Software development and technology,2017,1.0
IRQ,Software development and technology,2018,93.03
IRQ,Software development and technology,2019,21.91
IRQ,Software development and technology,2020,31.91
IRQ,Software development and technology,2021,25.51
